id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
3241,Fiat,Ulysse,mechanical,blue,475000,1998,diesel,diesel,1.9,minivan,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3242,BMW,X5,automatic,brown,249669,2014,gasoline,gasoline,5,suv,all,25,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3243,Hyundai,Terracan,mechanical,green,335000,2002,diesel,diesel,2.9,suv,all,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
3244,Honda,Civic,automatic,black,233000,2009,hybrid-petrol,gasoline,1.4,sedan,front,8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
3245,Mazda,6,mechanical,black,198000,2005,gasoline,gasoline,2.3,sedan,all,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3246,Audi,A6,mechanical,violet,480000,1994,diesel,diesel,2.5,sedan,front,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3247,Opel,Omega,mechanical,silver,200000,2002,gasoline,gasoline,2.5,universal,rear,12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3248,Kia,Rio,mechanical,red,190000,2007,diesel,diesel,1.5,sedan,front,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
3249,Renault,Scenic,mechanical,violet,184000,2005,diesel,diesel,1.5,minivan,front,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3250,Lexus,RX,automatic,black,172000,2005,gasoline,gasoline,3.3,suv,front,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3251,Subaru,Forester,automatic,silver,199500,2007,gasoline,gasoline,2.5,suv,all,13,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
3252,Rover,75,mechanical,other,213000,1999,diesel,diesel,2,sedan,front,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3253,Renault,Master,automatic,white,360500,2005,diesel,diesel,2.5,van,front,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3254,Hyundai,Santa Fe,mechanical,silver,294000,2004,gasoline,gasoline,2.4,suv,front,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3255,Opel,Corsa,automatic,blue,216000,2009,gasoline,gasoline,1.2,hatchback,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3256,Kia,Optima,automatic,brown,147000,2011,gasoline,gasoline,2.4,sedan,front,32,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
3257,Peugeot,206,mechanical,black,321000,2002,gasoline,gasoline,1.6,hatchback,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3258,Nissan,Almera Tino,mechanical,grey,315000,2004,diesel,diesel,2.2,minivan,front,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3259,Ford,C-Max,mechanical,silver,150000,2006,gasoline,gasoline,1.6,minivan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3260,Peugeot,307,mechanical,red,275000,2004,gasoline,gasoline,1.6,hatchback,front,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3261,Daewoo,Espero,mechanical,green,280000,1996,gasoline,gasoline,2,sedan,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3262,Fiat,Grande Punto,mechanical,red,241000,2011,diesel,diesel,1.3,hatchback,front,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3263,Audi,A6,mechanical,violet,400000,1995,gasoline,gasoline,2.6,sedan,front,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3264,Citroen,C25,mechanical,white,300000,1990,diesel,diesel,1.9,van,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3265,Peugeot,206,mechanical,silver,211000,2002,gasoline,gasoline,1.4,hatchback,front,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3266,Ford,F150,automatic,black,220000,2011,gasoline,gasoline,5,pickup,all,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3267,Peugeot,307,mechanical,blue,185000,2003,gasoline,gasoline,1.6,hatchback,front,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3268,Volkswagen,Passat,mechanical,green,300000,1998,gasoline,gasoline,1.8,universal,front,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3269,Chery,Tiggo,mechanical,black,70000,2014,gasoline,gasoline,1.8,suv,front,5,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
3270,Mercedes-Benz,Vito,automatic,silver,350000,1998,diesel,diesel,2.3,minivan,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3271,Toyota,Avensis,mechanical,silver,287000,2005,gasoline,gasoline,1.8,universal,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3272,BMW,320,mechanical,green,270000,1997,gasoline,gasoline,2,sedan,rear,10,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
3273,Opel,Corsa,automatic,white,207000,2000,gasoline,gasoline,1.2,hatchback,front,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3274,Mercedes-Benz,Vito,mechanical,black,400000,2000,diesel,diesel,2.2,minibus,front,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
3275,Volkswagen,Beetle,automatic,black,249448,2002,gasoline,gasoline,2,hatchback,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3276,Renault,Scenic,mechanical,silver,320000,2001,gasoline,gasoline,2,minivan,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3277,Mazda,3,automatic,grey,74200,2007,gasoline,gasoline,2,sedan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3278,Volkswagen,Passat,mechanical,blue,235000,2004,diesel,diesel,1.9,universal,front,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
3279,Land Rover,Defender,mechanical,green,230367,1997,diesel,diesel,2.5,suv,all,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3280,Mazda,323,mechanical,blue,501788,1986,gasoline,gasoline,1.6,hatchback,front,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3281,Mercedes-Benz,E200,automatic,black,124000,2016,gasoline,gasoline,2,sedan,rear,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3282,Mitsubishi,Colt,mechanical,green,208000,1998,gasoline,gasoline,1.3,hatchback,front,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3283,Audi,A6,automatic,grey,210000,2011,diesel,diesel,3,sedan,all,15,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3284,Nissan,Murano,automatic,orange,269200,2003,gasoline,gasoline,3.5,suv,all,19,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
3285,BMW,318,mechanical,blue,380000,1994,gasoline,gasoline,1.8,sedan,rear,12,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
3286,Subaru,Tribeca,automatic,silver,140000,2008,gasoline,gasoline,3.6,suv,all,10,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
3287,Peugeot,406,mechanical,black,210000,2003,diesel,diesel,2.2,coupe,front,21,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3288,Opel,Agila,mechanical,white,132000,2010,gasoline,gasoline,1,hatchback,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3289,Mercedes-Benz,S600,automatic,black,280000,1992,gasoline,gasoline,6,sedan,rear,3,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
3290,Mercedes-Benz,E220,automatic,silver,297000,2003,diesel,diesel,2.2,sedan,rear,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
3291,Lexus,RX,automatic,silver,355000,2006,gasoline,gasoline,3.3,suv,all,13,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
3292,Audi,S6,automatic,green,328000,1994,gasoline,gasoline,2.2,sedan,all,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3293,Opel,Omega,mechanical,blue,316782,1997,gasoline,gasoline,2.5,sedan,front,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3294,Mitsubishi,Pajero,automatic,other,171500,2008,gasoline,gasoline,3,suv,all,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3295,Mercedes-Benz,S350,automatic,black,125000,2014,diesel,diesel,3,sedan,all,24,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3296,Land Rover,Range Rover Sport,automatic,white,91180,2013,diesel,diesel,3,suv,all,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3297,Nissan,Maxima,automatic,other,490000,2000,gasoline,gasoline,3,sedan,front,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3298,Mazda,Premacy,mechanical,silver,32124,2001,diesel,diesel,2,minivan,front,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3299,Alfa Romeo,156,automatic,other,200000,2000,gasoline,gasoline,2,sedan,front,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3300,Volkswagen,Golf,mechanical,silver,315000,2007,diesel,diesel,1.9,universal,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3301,Volkswagen,T6 Caravelle,mechanical,white,97000,2016,diesel,diesel,2,minibus,front,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3302,Volkswagen,Passat,mechanical,red,300000,1991,gasoline,gasoline,1.8,sedan,front,14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3303,Citroen,C2,automatic,black,207000,2004,gasoline,gasoline,1.6,hatchback,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3304,Opel,Mokka,automatic,brown,75000,2014,gasoline,gasoline,1.4,suv,front,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3305,Mazda,Xedos 6,mechanical,green,370000,1996,gasoline,gasoline,2,sedan,front,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3306,Peugeot,207,automatic,blue,144000,2008,gasoline,gasoline,1.4,hatchback,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3307,Alfa Romeo,166,mechanical,red,310000,1998,gasoline,gasoline,2.5,sedan,front,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3308,Mitsubishi,Colt,mechanical,silver,290000,2005,diesel,diesel,1.5,hatchback,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3309,Skoda,Rapid,automatic,brown,10000,2019,gasoline,gasoline,1.4,liftback,front,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
3310,Acura,ZDX,automatic,other,162383,2010,gasoline,gasoline,3.7,suv,all,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3311,Opel,Astra,mechanical,other,300000,1997,gasoline,gasoline,1.6,universal,front,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3312,Peugeot,207,mechanical,silver,112000,2009,gasoline,gasoline,1.4,hatchback,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3313,Honda,Civic,mechanical,black,176568,2010,gasoline,gasoline,1.8,sedan,front,18,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3314,Audi,80,automatic,green,373000,1994,gasoline,gasoline,2,sedan,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3315,BMW,730,automatic,black,330000,2007,diesel,diesel,3,sedan,rear,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3316,Citroen,Xantia,mechanical,green,286000,1998,gasoline,gasoline,1.8,hatchback,front,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3317,Peugeot,205,mechanical,white,414182,1991,gasoline,gasoline,1,sedan,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3318,Peugeot,308,mechanical,silver,262000,2011,gasoline,gasoline,1.6,universal,front,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3319,Lexus,RX,automatic,blue,205000,2003,gasoline,gasoline,3.3,suv,front,11,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
3320,Ford,Sierra,mechanical,other,150000,1987,gasoline,gasoline,2,sedan,rear,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3321,Volkswagen,Passat CC,automatic,black,159000,2012,gasoline,gasoline,1.8,sedan,front,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3322,Renault,Logan,mechanical,white,10000,2019,gasoline,gasoline,1.6,sedan,front,5,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
3323,Volkswagen,Sharan,mechanical,green,423000,1998,gasoline,gasoline,2,minivan,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3324,Peugeot,308,automatic,black,130000,2010,gasoline,gasoline,1.6,hatchback,front,12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3325,Mitsubishi,Space Star,mechanical,white,55000,2016,gasoline,gasoline,1,hatchback,front,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3326,Renault,Coupe,mechanical,black,300000,1998,gasoline,gasoline,1.6,coupe,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3327,Mercedes-Benz,E200,automatic,silver,146000,2015,diesel,diesel,2.2,sedan,rear,15,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
3328,Audi,100,mechanical,green,347890,1985,gasoline,gasoline,1.9,sedan,front,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3329,Mercedes-Benz,E250,mechanical,red,655000,1988,diesel,diesel,2.5,sedan,rear,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
3330,Dodge,Caliber,automatic,silver,180000,2007,gasoline,gasoline,2,hatchback,front,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3331,Audi,100,mechanical,silver,55555,1983,gasoline,gasoline,1.8,sedan,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3332,Cadillac,CTS,automatic,black,210000,2005,gasoline,gasoline,3.6,sedan,rear,17,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3333,Audi,Q3,automatic,brown,106500,2011,gasoline,gasoline,2,suv,all,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3334,Hyundai,Santa Fe,automatic,brown,126000,2010,gasoline,gasoline,2.4,suv,all,10,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
3335,Dodge,Grand Caravan,automatic,blue,273588,2003,gasoline,gasoline,3.3,minivan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3336,Citroen,C4,mechanical,white,87000,2014,gasoline,gasoline,1.6,sedan,front,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3337,Lexus,RX,automatic,other,531084,2005,gasoline,gasoline,3.3,suv,all,11,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3338,Opel,Omega,mechanical,silver,289000,2001,diesel,diesel,2.5,universal,rear,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
3339,Mercedes-Benz,ML350,automatic,black,150000,2011,gasoline,gasoline,3.5,suv,all,7,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
3340,Renault,Scenic,mechanical,black,174000,2010,diesel,diesel,1.5,minivan,front,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3341,Renault,Grand Scenic,mechanical,brown,235000,2010,diesel,diesel,1.5,minivan,front,27,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
3342,Mazda,3,automatic,white,123000,2010,gasoline,gasoline,1.6,sedan,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3343,Mercedes-Benz,A200,automatic,white,118000,2013,gasoline,gasoline,1.6,hatchback,front,10,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
3344,Volkswagen,Jetta,mechanical,blue,54000,2015,gasoline,gasoline,1.6,sedan,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
3345,Peugeot,307,automatic,silver,267000,2002,gasoline,gasoline,1.6,hatchback,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3346,Citroen,C5,mechanical,blue,252000,2002,gasoline,gasoline,1.8,liftback,front,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3347,Renault,Laguna,mechanical,grey,217000,2009,gasoline,gasoline,2,liftback,front,9,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
3348,Ford,S-Max,mechanical,green,191000,2006,gasoline,gasoline,2,minivan,front,10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3349,Volkswagen,Touareg,automatic,other,430000,2006,diesel,diesel,3,suv,all,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3350,Ford,Fiesta,mechanical,red,863216,1993,gasoline,gasoline,1.3,sedan,front,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3351,Suzuki,Wagon R,mechanical,silver,158000,1997,gasoline,gasoline,1.2,hatchback,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3352,Audi,A6,automatic,black,191000,2005,gasoline,gasoline,3.2,sedan,all,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
3353,BMW,318,mechanical,black,392000,2000,gasoline,gasoline,1.9,sedan,rear,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3354,Volkswagen,Jetta,mechanical,red,230000,1983,gasoline,gasoline,1.3,coupe,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3355,Ford,Focus,mechanical,black,320000,2002,diesel,diesel,1.8,universal,front,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3356,Audi,A4,automatic,black,200000,2008,diesel,diesel,2,universal,front,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3357,Volkswagen,Passat,mechanical,green,300000,1991,gasoline,gasoline,2,universal,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3358,Opel,Sintra,mechanical,green,287000,1998,gasoline,gasoline,2.2,minivan,front,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3359,Ford,Mondeo,mechanical,grey,410000,2001,gasoline,gasoline,2,hatchback,front,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
3360,Volkswagen,Passat,mechanical,grey,83000,2010,diesel,diesel,2,universal,front,29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
3361,Volkswagen,LT,mechanical,blue,450000,1989,diesel,diesel,2.4,van,rear,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3362,Nissan,Almera,mechanical,green,380000,2000,diesel,diesel,2.2,hatchback,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3363,Kia,Rio,mechanical,white,96000,2014,gasoline,gasoline,1.6,sedan,front,15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3364,Kia,Sorento,automatic,silver,293000,2005,diesel,diesel,2.5,suv,all,10,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
3365,Volkswagen,T5,mechanical,white,555555,2004,diesel,diesel,2.5,minibus,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3366,Mercedes-Benz,S260,automatic,green,400000,1985,gasoline,gasoline,2.6,sedan,rear,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
3367,Land Rover,Range Rover Sport,automatic,black,275000,2009,diesel,diesel,3.6,suv,all,13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3368,Ford,Galaxy,mechanical,black,169300,2014,diesel,diesel,1.6,minivan,front,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
3369,Mazda,323,mechanical,blue,300000,1998,gasoline,gasoline,1.5,hatchback,front,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3370,Volkswagen,Passat,automatic,black,185000,2005,gasoline,gasoline,2,sedan,front,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3371,Ford,Fiesta,mechanical,silver,210000,1996,gasoline,gasoline,1.4,hatchback,front,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3372,Audi,A4,automatic,blue,294000,2001,diesel,diesel,2.5,universal,front,26,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
3373,Ford,Mondeo,mechanical,green,350000,1995,gasoline,gasoline,0.2,universal,front,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3374,BMW,523,automatic,silver,398850,1996,gasoline,gasoline,2.5,sedan,rear,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3375,Renault,Scenic,mechanical,blue,315000,1998,gasoline,gasoline,1.8,minivan,front,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3376,Opel,Vectra,mechanical,black,250000,1998,gasoline,gasoline,2,hatchback,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3377,Jaguar,X-Type,automatic,green,190000,2003,gasoline,gasoline,2.5,sedan,all,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3378,Mazda,6,automatic,red,226840,2013,gasoline,gasoline,2,sedan,front,15,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
3379,Volkswagen,Golf,mechanical,black,165000,2008,gasoline,gasoline,1.4,universal,front,17,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3380,Mercedes-Benz,Sprinter,mechanical,white,250000,2009,diesel,diesel,2.2,van,front,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
3381,Hyundai,Equus,automatic,black,148000,2011,gasoline,gasoline,4.6,sedan,rear,11,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3382,Ford,Mondeo,mechanical,other,250000,1993,gasoline,gasoline,1.8,hatchback,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3383,Volkswagen,T5 Caravelle,mechanical,blue,176098,2013,diesel,diesel,2,minibus,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
